---,Type,Name,Description,Icon,DeArchiveType,LimitedTime,LimitedStack,Name_PaintingColor,Name_PaintingTexture,Name_PaintingDecal,Amount_TGold,ID_GameBox
1001,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""17249439489FE105B57A40A7FCCD6BF2"", ""ArmyGreen"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""25C8934E42BC66D472B4C5B45D5BC8CF"", ""The basic color of the army green"")","/Game/UI/Res/MeleeMode_UI/color/junlv.junlv","EDeArchiveType_None","0","1","111","None","0","0","0"
1002,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""B1FE3F8C4697373B18ACD9A2A2ED0F56"", ""Light black"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""82EE04F146F4969321EF8C9686AD9245"", ""The basic color of Light black"")","/Game/UI/Res/MeleeMode_UI/color/luotiese.luotiese","EDeArchiveType_None","0","1","102","None","0","0","0"
1003,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""6D286D3F478BE28CE900A58ED1A528D8"", ""Light green"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""B25421AD496F8A2AEFD3C090C7FC93EB"", ""The basic color of Light green"")","/Game/UI/Res/MeleeMode_UI/color/pianlvse.pianlvse","EDeArchiveType_None","0","1","103","None","0","0","0"
1004,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""4A53ABC04E92234CAEC50B87016229FE"", ""Dark green"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""0B21873047B62E22B034E882C67F29CE"", ""The basic color of dark green"")","/Game/UI/Res/MeleeMode_UI/color/shenlvse.shenlvse","EDeArchiveType_None","0","1","104","None","0","0","0"
1005,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""994BB45E4BFD2A4616727B8E4C895A69"", ""Light yellow"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""03A0BF064862E3181FED9E9B6614EF56"", ""The basic color of Light yellow"")","/Game/UI/Res/MeleeMode_UI/color/pianhuang.pianhuang","EDeArchiveType_None","0","1","105","None","0","0","0"
1006,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""4F651EB843E4BDFDD8CA94A5E91679A1"", ""Dark yellow"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""AE3A9FE9464A0652AB443E820B7690DD"", ""The basic color of dark yellow"")","/Game/UI/Res/MeleeMode_UI/color/shenhuang.shenhuang","EDeArchiveType_None","0","1","106","None","0","0","0"
1007,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""420B094E4226B4F628A8CF9C47A438BA"", ""Light blue"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""706E5F344E8B486F9CD53DAAED6FC600"", ""The basic color of Light blue"")","/Game/UI/Res/MeleeMode_UI/color/pianlan.pianlan","EDeArchiveType_None","0","1","107","None","0","0","0"
1008,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""EB13248C446FC4B42B93F4A18BBCEBE0"", ""Blue-green"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""59140B75438A1D2C816DFB8C72FA0946"", ""The basic color of blue-green"")","/Game/UI/Res/MeleeMode_UI/color/lanlv.lanlv","EDeArchiveType_None","0","1","108","None","0","0","0"
1009,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""FEE2FB4B45CBA2EA4F2B92B9BF56CF32"", ""Light red"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""580B555640906D2100BFF28A93ACB101"", ""The basic color of Light red"")","/Game/UI/Res/MeleeMode_UI/color/tiexiu.tiexiu","EDeArchiveType_None","0","1","109","None","0","0","0"
1010,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""B50601DC468127FA4B94B2B2FB964666"", ""Light purple"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""8176E27940D29A64E0432BB60492895B"", ""The basic color of Light purple"")","/Game/UI/Res/MeleeMode_UI/color/pianzi.pianzi","EDeArchiveType_None","0","1","110","None","0","0","0"
1011,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""17249439489FE105B57A40A7FCCD6BF2"", ""ArmyGreen"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""25C8934E42BC66D472B4C5B45D5BC8CF"", ""The basic color of the army green"")","/Game/UI/Res/MeleeMode_UI/color/junlv.junlv","EDeArchiveType_Use","1","1","111","None","0","0","0"
1012,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""B1FE3F8C4697373B18ACD9A2A2ED0F56"", ""Light black"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""D6A544D745AA1F9E0AAC84A171F239CD"", ""The basic color of Light black"")","/Game/UI/Res/MeleeMode_UI/color/luotiese.luotiese","EDeArchiveType_Use","1","1","102","None","0","0","0"
1013,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""6D286D3F478BE28CE900A58ED1A528D8"", ""Light green"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""71A557AA475C640AFC3F46821167A227"", ""The basic color of Light green"")","/Game/UI/Res/MeleeMode_UI/color/pianlvse.pianlvse","EDeArchiveType_Use","1","1","103","None","0","0","0"
1014,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""4A53ABC04E92234CAEC50B87016229FE"", ""Dark green"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""0B21873047B62E22B034E882C67F29CE"", ""The basic color of dark green"")","/Game/UI/Res/MeleeMode_UI/color/shenlvse.shenlvse","EDeArchiveType_Use","1","1","104","None","0","0","0"
1015,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""994BB45E4BFD2A4616727B8E4C895A69"", ""Light yellow"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""8605BE42470F13C5A0D1E394999AF0D1"", ""The basic color of Light yellow"")","/Game/UI/Res/MeleeMode_UI/color/pianhuang.pianhuang","EDeArchiveType_Use","1","1","105","None","0","0","0"
1016,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""4F651EB843E4BDFDD8CA94A5E91679A1"", ""Dark yellow"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""AE3A9FE9464A0652AB443E820B7690DD"", ""The basic color of dark yellow"")","/Game/UI/Res/MeleeMode_UI/color/shenhuang.shenhuang","EDeArchiveType_Use","1","1","106","None","0","0","0"
1017,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""420B094E4226B4F628A8CF9C47A438BA"", ""Light blue"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""44FE200F44A304D76032B9951A44D302"", ""The basic color of Light blue"")","/Game/UI/Res/MeleeMode_UI/color/pianlan.pianlan","EDeArchiveType_Use","1","1","107","None","0","0","0"
1018,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""EB13248C446FC4B42B93F4A18BBCEBE0"", ""Blue-green"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""59140B75438A1D2C816DFB8C72FA0946"", ""The basic color of blue-green"")","/Game/UI/Res/MeleeMode_UI/color/lanlv.lanlv","EDeArchiveType_Use","1","1","108","None","0","0","0"
1019,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""FEE2FB4B45CBA2EA4F2B92B9BF56CF32"", ""Light red"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""C95B3E704C43E2E69882209E3EEF6F8C"", ""The basic color of Light red"")","/Game/UI/Res/MeleeMode_UI/color/tiexiu.tiexiu","EDeArchiveType_Use","1","1","109","None","0","0","0"
1020,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""B50601DC468127FA4B94B2B2FB964666"", ""Light purple"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""AF26883849BD4B205CA4B79E36DDEEAF"", ""The basic color of Light purple"")","/Game/UI/Res/MeleeMode_UI/color/pianzi.pianzi","EDeArchiveType_Use","1","1","110","None","0","0","0"
1021,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""17249439489FE105B57A40A7FCCD6BF2"", ""ArmyGreen"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""25C8934E42BC66D472B4C5B45D5BC8CF"", ""The basic color of the army green"")","/Game/UI/Res/MeleeMode_UI/color/junlv.junlv","EDeArchiveType_Use","3","1","111","None","0","0","0"
1022,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""B1FE3F8C4697373B18ACD9A2A2ED0F56"", ""Light black"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""C40F044A4C807866482E6CA265AEB8CD"", ""The basic color of Light black"")","/Game/UI/Res/MeleeMode_UI/color/luotiese.luotiese","EDeArchiveType_Use","3","1","102","None","0","0","0"
1023,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""6D286D3F478BE28CE900A58ED1A528D8"", ""Light green"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""D78545584AD4FDC49BE3ADA6DB9A3227"", ""The basic color of Light green"")","/Game/UI/Res/MeleeMode_UI/color/pianlvse.pianlvse","EDeArchiveType_Use","3","1","103","None","0","0","0"
1024,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""4A53ABC04E92234CAEC50B87016229FE"", ""Dark green"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""0B21873047B62E22B034E882C67F29CE"", ""The basic color of dark green"")","/Game/UI/Res/MeleeMode_UI/color/shenlvse.shenlvse","EDeArchiveType_Use","3","1","104","None","0","0","0"
1025,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""994BB45E4BFD2A4616727B8E4C895A69"", ""Light yellow"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""2B0D0C9041F1163211F87A850270F8A3"", ""The basic color of Light yellow"")","/Game/UI/Res/MeleeMode_UI/color/pianhuang.pianhuang","EDeArchiveType_Use","3","1","105","None","0","0","0"
1026,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""4F651EB843E4BDFDD8CA94A5E91679A1"", ""Dark yellow"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""AE3A9FE9464A0652AB443E820B7690DD"", ""The basic color of dark yellow"")","/Game/UI/Res/MeleeMode_UI/color/shenhuang.shenhuang","EDeArchiveType_Use","3","1","106","None","0","0","0"
1027,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""420B094E4226B4F628A8CF9C47A438BA"", ""Light blue"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""79B70D854532CB3960A61A93C3680735"", ""The basic color of Light blue"")","/Game/UI/Res/MeleeMode_UI/color/pianlan.pianlan","EDeArchiveType_Use","3","1","107","None","0","0","0"
1028,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""EB13248C446FC4B42B93F4A18BBCEBE0"", ""Blue-green"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""59140B75438A1D2C816DFB8C72FA0946"", ""The basic color of blue-green"")","/Game/UI/Res/MeleeMode_UI/color/lanlv.lanlv","EDeArchiveType_Use","3","1","108","None","0","0","0"
1029,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""FEE2FB4B45CBA2EA4F2B92B9BF56CF32"", ""Light red"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""82103193416729DFF3C43BBB9D51EF03"", ""The basic color of Light red"")","/Game/UI/Res/MeleeMode_UI/color/tiexiu.tiexiu","EDeArchiveType_Use","3","1","109","None","0","0","0"
1030,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""B50601DC468127FA4B94B2B2FB964666"", ""Light purple"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""B92703BA444C5424E37B0CAB5946824D"", ""The basic color of Light purple"")","/Game/UI/Res/MeleeMode_UI/color/pianzi.pianzi","EDeArchiveType_Use","3","1","110","None","0","0","0"
1031,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""17249439489FE105B57A40A7FCCD6BF2"", ""ArmyGreen"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""25C8934E42BC66D472B4C5B45D5BC8CF"", ""The basic color of the army green"")","/Game/UI/Res/MeleeMode_UI/color/junlv.junlv","EDeArchiveType_Use","7","1","111","None","0","0","0"
1032,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""B1FE3F8C4697373B18ACD9A2A2ED0F56"", ""Light black"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""7347CAED4042BD99D757D39C7932DC1E"", ""The basic color of Light black"")","/Game/UI/Res/MeleeMode_UI/color/luotiese.luotiese","EDeArchiveType_Use","7","1","102","None","0","0","0"
1033,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""6D286D3F478BE28CE900A58ED1A528D8"", ""Light green"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""F38D42D24F651309DDE089984A97A6DF"", ""The basic color of Light green"")","/Game/UI/Res/MeleeMode_UI/color/pianlvse.pianlvse","EDeArchiveType_Use","7","1","103","None","0","0","0"
1034,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""4A53ABC04E92234CAEC50B87016229FE"", ""Dark green"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""0B21873047B62E22B034E882C67F29CE"", ""The basic color of dark green"")","/Game/UI/Res/MeleeMode_UI/color/shenlvse.shenlvse","EDeArchiveType_Use","7","1","104","None","0","0","0"
1035,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""994BB45E4BFD2A4616727B8E4C895A69"", ""Light yellow"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""59F3BC5C446650C309D006B0461A257D"", ""The basic color of Light yellow"")","/Game/UI/Res/MeleeMode_UI/color/pianhuang.pianhuang","EDeArchiveType_Use","7","1","105","None","0","0","0"
1036,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""4F651EB843E4BDFDD8CA94A5E91679A1"", ""Dark yellow"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""AE3A9FE9464A0652AB443E820B7690DD"", ""The basic color of dark yellow"")","/Game/UI/Res/MeleeMode_UI/color/shenhuang.shenhuang","EDeArchiveType_Use","7","1","106","None","0","0","0"
1037,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""420B094E4226B4F628A8CF9C47A438BA"", ""Light blue"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""2AC37FEF4F0D2AA7FC453496308E6B0C"", ""The basic color of Light blue"")","/Game/UI/Res/MeleeMode_UI/color/pianlan.pianlan","EDeArchiveType_Use","7","1","107","None","0","0","0"
